index	pair_ID	pair_type	sentence_A	sentence_A_expRule	sentence_B	sentence_B_expRule	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set	jpg
1787	8054	S1S1_inter	Two people are carrying colorful baskets and blankets and walking near a building	S1_null	Two people are walking with laden baskets and blankets	S1_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	two people carrying colorful baskets and blankets walk near a building	two people walking laden down with baskets and blankets	FLICKR	FLICKR	TEST	86412576_c53392ef80.jpg#3
1788	8056	S1S3_intra	A young girl is sitting in swimming gear	S1_null	A young man is sitting in swimming gear	S3_so	3.3	NEUTRAL	A_neutral_B	B_neutral_A	a young girl sitting in swimming gear	a young girl sitting in swimming gear	FLICKR	FLICKR	TEST	656260720_a7db4ce48b.jpg#4
1798	8083	S1S3_intra	A black and white dog is playing with a tattered volleyball in a brown field	S1_null	A black and white dog is playing with a frisbee in a brown field	S3_so	3.3	NEUTRAL	A_neutral_B	B_neutral_A	a black and white dog plays with a tattered volleyball in a brown field	a black and white dog plays with a tattered volleyball in a brown field	FLICKR	FLICKR	TEST	2713897716_c8cd610360.jpg#3
1799	8087	S1S3_inter	A black and white dog is playing with a tattered volleyball in a brown field	S1_null	A black and white dog is playing with a new volleyball	S3_null	3.835	NEUTRAL	A_contradicts_B	B_neutral_A	a black and white dog plays with a tattered volleyball in a brown field	a black and white dog playing with a broken volleyball	FLICKR	FLICKR	TEST	2713897716_c8cd610360.jpg#3
1811	8103	S1S3_intra	A topless woman is being smeared with a brown substance and a blurry crowd is in the background	S1_null	A topless woman is being smeared with brown substance and a nobody is in the background	S3_so	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	topless woman smeared with brown substance, blurry crowd in background	topless woman smeared with brown substance, blurry crowd in background	FLICKR	FLICKR	TEST	2602085456_d1beebcb29.jpg#4
1835	8146	S1S3_intra	A woman in blue has a yellow ball in the mitt	S1_null	A man in blue has a yellow ball in the mitt	S3_so	2.8	NEUTRAL	A_neutral_B	B_neutral_A	a woman in blue has a yellow ball in her mitt	a woman in blue has a yellow ball in her mitt	FLICKR	FLICKR	TEST	2944952557_8484f0da8f.jpg#2
1836	8150	S1S3_inter	A woman in blue has a yellow ball in the mitt	S1_null	The man in blue is chasing the base runner with a number on the jersey	S3_null	1.7	NEUTRAL	A_neutral_B	B_neutral_A	a woman in blue has a yellow ball in her mitt	girl in blue tries to get a base runner number 11 out during softball game	FLICKR	FLICKR	TEST	2944952557_8484f0da8f.jpg#2
1840	8148	S1S3_intra	The girl in blue is chasing the base runner with a number on the jersey	S1_null	The man in blue is chasing the base runner with a number on the jersey	S3_so	3.3	NEUTRAL	A_neutral_B	B_neutral_A	girl in blue tries to get a base runner number 11 out during softball game	girl in blue tries to get a base runner number 11 out during softball game	FLICKR	FLICKR	TEST	2944952557_8484f0da8f.jpg#3
1844	8160	S1S2_inter	A man in a purple hat is climbing a rocky wall with bare hands	S1_null	The man is rock climbing	S2_null	3.9	ENTAILMENT	A_entails_B	B_neutral_A	a man in a purple had climbs a rocky wall with his hands	this young man is rock climbing	FLICKR	FLICKR	TEST	3320209694_db579cb607.jpg#0
1847	8164	S1S3_intra	Two people are driving a jeep and a lady is sitting on the top of it	S1_null	Two people are driving a boat and a lady is sitting on the top of it	S3_so	3.415	NEUTRAL	A_neutral_B	B_neutral_A	two people drive a jeep while a lady sits on the top of it	two people drive a jeep while a lady sits on the top of it	FLICKR	FLICKR	TEST	2737609659_efce872c24.jpg#4
1851	8166	S1S3_intra	A blond woman is sitting on the roof of a yellow vehicle and two people are inside	S1_null	A blond woman is sitting on the roof of a yellow vehicle and two people are outside	S3_so	3.8	NEUTRAL	A_neutral_B	B_neutral_A	in rural outdoors, blond woman sits on roof of yellow bmw vehicle, two people inside	in rural outdoors, blond woman sits on roof of yellow bmw vehicle, two people inside	FLICKR	FLICKR	TEST	2737609659_efce872c24.jpg#3
1858	8182	S1S3_intra	The yellow dog is drinking water from a bottle	S1_null	The yellow dog is drinking water from a pot	S3_so	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	the yellow dog is drinking water from a bottle	the yellow dog is drinking water from a bottle	FLICKR	FLICKR	TEST	918886676_3323fb2a01.jpg#3
1869	8202	S1S3_intra	A woman is looking down and is wearing a wedding veil	S1_null	A boy is looking down and wearing a wedding veil	S3_so	2.9	NEUTRAL	A_neutral_B	B_neutral_A	a woman is looking down and wearing a white hair piece that looks like a wedding veil	a woman is looking down and wearing a white hair piece that looks like a wedding veil	FLICKR	FLICKR	TEST	2286235203_af3cd8f243.jpg#0
1872	8209	S1S3_intra	A girl is standing in a group and is wearing a black shirt and pink beads	S1_null	A girl is standing alone and wears a black shirt and pink beads	S3_so	3.5	NEUTRAL	A_neutral_B	B_contradicts_A	a girl standing in a group wears a black shirt and pink beads	a girl standing in a group wears a black shirt and pink beads	FLICKR	FLICKR	TEST	3491013009_572cf2c18a.jpg#1
1880	8221	S1S2_inter	Two large dogs are frolicking in a grassy field	S1_null	Two animals are running through high grass	S2_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	two large dogs frolic in a grassy field	two dogs running through high grass	FLICKR	FLICKR	TEST	3110018626_307a123b59.jpg#4
1897	8245	S1S3_intra	A young man is pushing a motocross bike up a dirt hill	S1_null	A young man is pushing a motocross bike down a dirt hill	S3_so	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a young man pushes his motocross bike up a dirt hill	a young man pushes his motocross bike up a dirt hill	FLICKR	FLICKR	TEST	479807465_cf42f39d00.jpg#1
1909	8260	S1S3_inter	An older man and a woman are riding bikes on the boardwalk near the ocean	S1_null	A middle aged man and woman are riding horses down a road beside the water	S3_null	2.3	NEUTRAL	A_neutral_B	B_neutral_A	an older man and woman ride bikes on the boardwalk near the ocean	a middle aged man and woman ride bikes down a road beside the water	FLICKR	FLICKR	TEST	2541701582_0a651c380f.jpg#3
1912	8270	S1S1_inter	Pedestrians and cars are moving through a traffic jam in a big city	S1_null	Some people and vehicles are on a crowded street	S1_null	3.2	ENTAILMENT	A_entails_B	B_neutral_A	some people and vehicles on a crowded street	pedestrians and cars make their way through times square in new york	FLICKR	FLICKR	TEST	1643915227_9f48068772.jpg#2
1914	8268	S1S2_inter	Pedestrians and cars are moving through a traffic jam in a big city	S1_null	Some people and cars are on a crowded street	S2_null	3.9	ENTAILMENT	A_entails_B	B_neutral_A	pedestrians and cars make their way through times square in new york	some people and vehicles on a crowded street	FLICKR	FLICKR	TEST	1643915227_9f48068772.jpg#1
1917	8275	S1S2_inter	Two brown and white dogs are fighting on a grassy area in front of a tree	S1_null	Two animals are playing outside	S2_null	3.6	ENTAILMENT	A_entails_B	B_neutral_A	two brown and white dogs fighting on a grassy area in front of a tree	a collie and a springer spaniel playing outside	FLICKR	FLICKR	TEST	432490118_54a9c0e500.jpg#2
1921	8280	S1S2_intra	A soccer player is sitting on the field and is drinking water	S1_null	Water is being drunk by a soccer player sitting on the field	S2_top	4.8	ENTAILMENT	A_entails_B	B_entails_A	a soccer player sits on the field drinking water	a soccer player sits on the field drinking water	FLICKR	FLICKR	TEST	3028095878_07341efc9c.jpg#4
1937	8292	S1S3_intra	The dog is running through the wet sand	S1_null	The dog is running through the dry sand	S3_so	3.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	the dog is running through the wet sand	the dog is running through the wet sand	FLICKR	FLICKR	TEST	2491343114_a3e35a2a3a.jpg#4
1954	8324	S1S1_inter	Dogs are racing on a track	S1_null	A horse is racing	S1_null	2.1	NEUTRAL	A_neutral_B	B_neutral_A	dogs race on a track	horse number 8 is racing	FLICKR	FLICKR	TEST	2191329761_3effd856c5.jpg#0
1955	8318	S1S2_intra	A horse is racing	S1_null	A horse is running	S2_lex	4.4	ENTAILMENT	A_entails_B	B_neutral_A	horse number 8 is racing	horse number 8 is racing	FLICKR	FLICKR	TEST	2191329761_3effd856c5.jpg#3
1971	8346	S1S3_intra	A racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle	S1_null	A racer in full gear wears a helmet with sponsor logos and is riding a blue sport motorcycle	S3_so	4.3	NEUTRAL	A_neutral_B	B_contradicts_A	a racer in full gear and helmet with sponsors logos is riding a red sport motorcycle	a racer in full gear and helmet with sponsors logos is riding a red sport motorcycle	FLICKR	FLICKR	TEST	3493479159_609ebe1b35.jpg#3
1976	8357	S1S3_inter	People are sitting at square tables in a red room	S1_null	Several people are sitting at small tables in a light room	S3_null	2.8	NEUTRAL	A_neutral_B	B_neutral_A	people are sitting at square tables in a red room	several people sitting at small tables in a darkened room	FLICKR	FLICKR	TEST	3663307538_468739e4c3.jpg#2
1996	8393	S1S3_inter	A black man is walking next to a building in a big city	S1_null	A woman is looking into the distance and people are walking between buildings behind	S3_null	1.7	NEUTRAL	A_neutral_B	B_neutral_A	a black man is walking next to a building in a big city	a man is looking into the distance whilst people behind him walk between buildings	FLICKR	FLICKR	TEST	3296226598_1c892c4351.jpg#0
2005	8410	S1S2_inter	A black dog is jumping off a dock into a pond	S1_null	A black animal is jumping from a dock into the water	S2_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	a black lab jumps off a dock into a pond	a black dog jumping from a dock into water	FLICKR	FLICKR	TEST	2595186208_9b16fa0ee3.jpg#3
2007	8414	S1S1_inter	A black dog is jumping off a dock into a pond	S1_null	A black dog is jumping from a dock into the water	S1_null	4.6	ENTAILMENT	A_entails_B	B_entails_A	a black lab jumps off a dock into a pond	a black dog jumping from a dock into water	FLICKR	FLICKR	TEST	2595186208_9b16fa0ee3.jpg#3
2014	8418	S1S3_intra	A little girl is smiling and running outside	S1_null	A little girl is smiling and running inside	S3_so	4.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	a little girl is smiling, while running outside	a little girl is smiling, while running outside	FLICKR	FLICKR	TEST	3569329986_1f468729b2.jpg#2
2016	8432	S1S1_inter	A skier in black is catching a tiny bit of air	S1_null	A man is skiing down a snowy hill	S1_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	a downhill skier in black catches a tiny bit of air	a man skis down a snowy hill	FLICKR	FLICKR	TEST	3139876823_859c7d7c23.jpg#0
2039	8467	S1S3_inter	A young man in a white shirt and gold and black hat is sitting with crossed legs	S1_null	A man with no hat is sitting on the ground	S3_null	1.915	NEUTRAL	A_neutral_B	B_neutral_A	a young man in a white shirt and gold and black hat sits cross legged	a man with a backwards hat sits on the ground	FLICKR	FLICKR	TEST	2268601066_b018b124fd.jpg#3
2049	8487	S1S2_intra	A shirtless man is playing football on a lawn	S1_null	A shirtless man is playing football on a field	S2_lex	4.1	NEUTRAL	A_neutral_B	B_neutral_A	a shirtless man playing football on a lawn	a shirtless man playing football on a lawn	FLICKR	FLICKR	TEST	2681215810_00b0642f7b.jpg#3
2067	8519	S1S3_inter	Five people are standing in the grass with three dogs	S1_null	Five people are running with three dogs in the green field beside the road	S3_null	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	five people stand in the grass with three dogs	five people are standing with three dogs in the green field beside the road	FLICKR	FLICKR	TEST	3047144646_2252ff8e04.jpg#3
2071	8526	S1S3_intra	A girl in gold and purple is holding a rainbow afghan	S1_null	A man in gold and purple is holding a rainbow afghan	S3_so	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a girl in gold and purple is holding a rainbow afghan	a girl in gold and purple is holding a rainbow afghan	FLICKR	FLICKR	TEST	318070878_92ead85868.jpg#1
2080	8535	S1S3_intra	A tan dog is splashing in the water on the bank of a pond	S1_null	A tan dog is splashing in the water on the bank of a river	S3_so	4.3	NEUTRAL	A_neutral_B	B_neutral_A	a tan dog splashing in water on the bank of a pond or river	a tan dog splashing in water on the bank of a pond or river	FLICKR	FLICKR	TEST	2270483627_16fe41b063.jpg#3
2084	8542	S1S3_intra	The child is splashing water in a small blue pool	S1_null	The child is splashing water in a big red pool	S3_so	3.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	the child is splashing water in a small blue pool	the child is splashing water in a small blue pool	FLICKR	FLICKR	TEST	539751252_2bd88c456b.jpg#4
2086	8549	S1S1_inter	A toddler is making a splash inside a blue paddling pool	S1_null	The child is splashing water in a small blue pool	S1_null	4.5	ENTAILMENT	A_entails_B	B_neutral_A	the child is splashing water in a small blue pool	a toddler is making a splash inside a blue paddling pool	FLICKR	FLICKR	TEST	539751252_2bd88c456b.jpg#4
2087	8547	S1S2_inter	A toddler is making a splash inside a blue paddling pool	S1_null	The child is splashing water in a pool	S2_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	a toddler is making a splash inside a blue paddling pool	the child is splashing water in a small blue pool	FLICKR	FLICKR	TEST	539751252_2bd88c456b.jpg#0
2102	8583	S1S2_inter	A dirty tan dog is rolling in the dirt and looking right at the camera	S1_null	A dog is playing on the ground	S2_null	4.0	ENTAILMENT	A_entails_B	B_neutral_A	a dirty tan dog rolling in the dirt and looking right at the camera	a dog rolls on the ground	FLICKR	FLICKR	TEST	2696866120_254a0345bc.jpg#0
2104	8585	S1S1_inter	A dirty tan dog is rolling in the dirt and looking right at the camera	S1_null	A dog is rolling on the ground	S1_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	a dirty tan dog rolling in the dirt and looking right at the camera	a dog rolls on the ground	FLICKR	FLICKR	TEST	2696866120_254a0345bc.jpg#0
2114	8605	S1S3_intra	A person on a yellow dirt bike is taking a jump	S1_null	A person on a yellow clean bike is taking a jump	S3_so	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a person on a yellow dirt bike is taking a jump	a person on a yellow dirt bike is taking a jump	FLICKR	FLICKR	TEST	640053014_549d2f23d2.jpg#4
2115	8612	S1S1_inter	A person on a yellow dirt bike is taking a jump	S1_null	A cyclist on a yellow bike is airborne	S1_null	4.4	ENTAILMENT	A_entails_B	B_entails_A	a person on a yellow dirt bike is taking a jump	a cyclist on a neon yellow bike is airborne	FLICKR	FLICKR	TEST	640053014_549d2f23d2.jpg#4
2137	8650	S1S1_inter	A little girl is hitting a baseball off a tee	S1_null	A little girl in a pink shirt is playing t-ball and taking a swing	S1_null	4.3	NEUTRAL	A_neutral_B	B_neutral_A	a little girl in a pink shirt takes a swing at a t-ball	a little girl about to hit a baseball off a tee	FLICKR	FLICKR	TEST	3631671718_d712821757.jpg#2
2142	8659	S1S1_inter	A group of people is gathering at a stand at the fair	S1_null	The people are standing at a carnival	S1_null	3.9	ENTAILMENT	A_entails_B	B_neutral_A	a group of people gather at a stand at the fair	the people are standing around at a carnival	FLICKR	FLICKR	TEST	3409947123_a8d07edecf.jpg#1
2148	8662	S1S2_intra	Rollerbladers are rolling in formation down a hill	S1_null	Rollerbladers are running in formation down a hill	S2_lex	4.2	NEUTRAL	A_neutral_B	B_neutral_A	rollerbladers roll in formation down a hill	rollerbladers roll in formation down a hill	FLICKR	FLICKR	TEST	3500136982_bf7a85531e.jpg#4
2157	8681	S1S3_intra	A man dressed in black is wearing inline skates and performing a trick on a rail	S1_null	A woman dressed in black is wearing inline skates and performing a trick on a rail	S3_so	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a man dressed all in black performs a trick on a rail while wearing inline skates	a man dressed all in black performs a trick on a rail while wearing inline skates	FLICKR	FLICKR	TEST	3323988406_e3c8fce690.jpg#1
2160	8688	S1S3_intra	Three children are running down hill	S1_null	Three children are running up hill	S3_so	3.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	three children running down hill	three children running down hill	FLICKR	FLICKR	TEST	775664534_3f6de7d413.jpg#4
2164	8693	S1S2_inter	Three children are running down a grassy hillside	S1_null	Three kids are running down hill	S2_null	4.8	ENTAILMENT	A_entails_B	B_neutral_A	three children running down a grassy hillside	three children running down hill	FLICKR	FLICKR	TEST	775664534_3f6de7d413.jpg#3
2186	8729	S1S2_inter	A group of people are looking at sound equipment	S1_null	A group of people are standing around a sound mixing console	S2_null	4.0	ENTAILMENT	A_entails_B	B_neutral_A	a group of people looking at sound equipment	a group of people are standing around a sound mixing table	FLICKR	FLICKR	TEST	3042380610_c5ea61eef8.jpg#1
2189	8736	S1S2_inter	A young couple is lying in bed	S1_null	A couple is lying on a bed together	S2_null	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a young couple lying in bed	a young couple lying on a bed together	FLICKR	FLICKR	TEST	2922981282_203f04bf9b.jpg#0
2192	8735	S1S3_intra	A young couple is lying on a bed together	S1_null	A young couple is lying on a couch together	S3_so	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a young couple lying on a bed together	a young couple lying on a bed together	FLICKR	FLICKR	TEST	2922981282_203f04bf9b.jpg#1
2203	8762	S1S3_intra	A child is wearing a yellow jacket and is jumping down from a rock	S1_null	A child is wearing a yellow jacket and is jumping on a rock	S3_so	3.7	NEUTRAL	A_neutral_B	B_contradicts_A	a child wearing a yellow jacket is jumping down from a rock	a child wearing a yellow jacket is jumping down from a rock	FLICKR	FLICKR	TEST	2297744130_f571f3a239.jpg#0
2205	8770	S1S2_intra	A toddler is riding a plastic scooter toy	S1_null	A toddler is playing with a plastic scooter toy	S2_lex	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a toddler on a plastic scooter toy	a toddler on a plastic scooter toy	FLICKR	FLICKR	TEST	2395967330_7e6ea404f6.jpg#2
2215	8795	S1S2_intra	People are clustered around a bonfire at night	S1_null	People are sitting around a bonfire at night	S2_lex	4.8	ENTAILMENT	A_entails_B	B_entails_A	people are clustered around a bonfire at night	people are clustered around a bonfire at night	FLICKR	FLICKR	TEST	1807169176_7f5226bf5a.jpg#2
2217	8803	S1S1_inter	Several people are sitting around a fire at night	S1_null	People are clustered around a bonfire at night	S1_null	4.6	ENTAILMENT	A_entails_B	B_entails_A	people are clustered around a bonfire at night	several people are sitting around a fire at night	FLICKR	FLICKR	TEST	1807169176_7f5226bf5a.jpg#2
2218	8797	S1S2_intra	Several people are sitting around a fire at night	S1_null	Several people are gathered around a fire at night	S2_lex	4.565	ENTAILMENT	A_entails_B	B_neutral_A	several people are sitting around a fire at night	several people are sitting around a fire at night	FLICKR	FLICKR	TEST	1807169176_7f5226bf5a.jpg#4
2219	8799	S1S2_inter	People are clustered around a bonfire at night	S1_null	Several people are gathered around a fire at night	S2_null	4.8	ENTAILMENT	A_entails_B	B_neutral_A	several people are sitting around a fire at night	people are clustered around a bonfire at night	FLICKR	FLICKR	TEST	1807169176_7f5226bf5a.jpg#4
2227	8827	S1S3_inter	A boy is speeding down a steep slide	S1_null	A girl is wearing all black and is sliding down a blow up yellow slide	S3_null	2.0	NEUTRAL	A_neutral_B	B_neutral_A	a boy speeding down a steep slide	a boy wearing all black is sliding down a blow up yellow slide	FLICKR	FLICKR	TEST	2426781076_e3f4d2685c.jpg#0
2231	8828	S1S2_inter	A boy is wearing all black and is sliding down a blow up yellow slide	S1_null	A kid is speeding down a steep slide	S2_null	4.1	NEUTRAL	A_neutral_B	B_neutral_A	a boy wearing all black is sliding down a blow up yellow slide	a boy speeding down a steep slide	FLICKR	FLICKR	TEST	2426781076_e3f4d2685c.jpg#1
2232	8829	S1S3_inter	A boy is wearing all black and is sliding down a blow up yellow slide	S1_null	A girl is speeding down a steep slide	S3_null	2.0	NEUTRAL	A_neutral_B	B_neutral_A	a boy wearing all black is sliding down a blow up yellow slide	a boy speeding down a steep slide	FLICKR	FLICKR	TEST	2426781076_e3f4d2685c.jpg#1
2239	8845	S1S3_inter	A small white dog is running across a lawn	S1_null	A brown and white cat with a brown and black bandanna is running very fast	S3_null	1.9	NEUTRAL	A_neutral_B	B_neutral_A	a small white dog running across a lawn	a brown and white dog with a brown and black bandanna running very fast	FLICKR	FLICKR	TEST	3556390715_65c6d1e88b.jpg#2
2241	8843	S1S3_intra	A brown and white dog with a brown and black bandanna is running very fast	S1_null	A brown and white cat with a brown and black bandanna is running very fast	S3_so	3.7	NEUTRAL	A_neutral_B	B_neutral_A	a brown and white dog with a brown and black bandanna running very fast	a brown and white dog with a brown and black bandanna running very fast	FLICKR	FLICKR	TEST	3556390715_65c6d1e88b.jpg#0
2243	8849	S1S2_intra	The dog is on a leash and is walking out of the water	S1_null	The dog is on a leash and is walking near the water	S2_lex	3.9	NEUTRAL	A_neutral_B	B_neutral_A	the dog is on a leash and is walking out of the water	the dog is on a leash and is walking out of the water	FLICKR	FLICKR	TEST	527968666_1fcddf81ab.jpg#4
2275	8900	S1S2_inter	Dirt bikers are riding on a trail	S1_null	Motorbikes are being ridden by two people	S2_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	dirt bikers on a trail	two people on motorbikes	FLICKR	FLICKR	TEST	3104400277_1524e4f758.jpg#0
2278	8911	S1S1_inter	A middle eastern man is standing with the back against a lamp post near to other people	S1_null	A man is leaning against a pole and is surrounded by people	S1_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	a man leaning against a pole surrounded by people	a middle eastern man is standing with his back against a lamp post near to other people who are waiting around	FLICKR	FLICKR	TEST	2930622766_fa8f84deb1.jpg#1
2280	8909	S1S2_inter	A middle eastern man is standing with the back against a lamp post near to other people	S1_null	A man is leaning against a pole and is surrounded	S2_null	3.9	ENTAILMENT	A_entails_B	B_neutral_A	a middle eastern man is standing with his back against a lamp post near to other people who are waiting around	a man leaning against a pole surrounded by people	FLICKR	FLICKR	TEST	2930622766_fa8f84deb1.jpg#3
2284	8920	S1S1_inter	A man and a woman are standing in front of an art gallery and are looking at a map	S1_null	A couple is looking at a map	S1_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	a couple are looking at an area map	a man and woman are standing in front of an art gallery, looking at a map	FLICKR	FLICKR	TEST	3523471597_87e0bf3b21.jpg#0
2291	9862	unrel	One boy in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is jumping of it into the water	S1_null	A baby is sneezing and frightening another baby	S2_null	1.0	NEUTRAL	A_neutral_B	B_neutral_A	one boy in orange shorts standing on a rock cliff over water, while the other boy in black shorts jumps off into the water	a baby sneezed and scared another baby	FLICKR	SEMEVAL	TEST	632251903_b36701a5e9.jpg#2
2311	8981	S1S2_inter	A cyclist is biking in a snowy forest at night	S1_null	The man is biking in the snow and wearing a red jacket	S2_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	cyclist in snowy forest at night	the rider is biking in the snow and wearing a red jacket	FLICKR	FLICKR	TEST	3242808166_8638150274.jpg#3
2337	9027	S1S3_inter	Two dogs are playing on a beach	S1_null	A brown dog is running after a white dog on a rocky shore	S3_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	two dogs playing on a beach	a brown dog is running after a black dog on a rocky shore	FLICKR	FLICKR	TEST	1056873310_49c665eb22.jpg#2
2350	9048	S1S1_inter	A large white dog is jumping up in the snow	S1_null	A large white dog is jumping in the air over a snowy area	S1_null	4.485	ENTAILMENT	A_entails_B	B_neutral_A	a large white dog is jumping in the air over a snowy area	a large white dog jumping up in the snow	FLICKR	FLICKR	TEST	2100909581_b7dde5b704.jpg#1
2367	9084	S1S1_inter	A black and brown dog is eyeing a fly	S1_null	A brown and black dog is pointing the nose upwards	S1_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	a black and brown dog eyeing a fly	brown and black dog with it's nose pointed upwards	FLICKR	FLICKR	TEST	3474330484_a01d8af624.jpg#0
2368	9079	S1S3_intra	A brown and black dog is pointing the nose upwards	S1_null	A brown and black dog is pointing the nose downwards	S3_so	3.7	NEUTRAL	A_neutral_B	B_neutral_A	brown and black dog with it's nose pointed upwards	brown and black dog with it's nose pointed upwards	FLICKR	FLICKR	TEST	3474330484_a01d8af624.jpg#4
2369	9082	S1S2_inter	A brown and black dog is pointing the nose upwards	S1_null	A black and brown dog is eyeing an insect	S2_null	2.5	NEUTRAL	A_neutral_B	B_neutral_A	brown and black dog with it's nose pointed upwards	a black and brown dog eyeing a fly	FLICKR	FLICKR	TEST	3474330484_a01d8af624.jpg#4
2391	9118	S1S2_inter	Two little boys are playing outside with a soccer ball on the green grass	S1_null	Two children are playing with a ball in the park	S2_null	3.8	ENTAILMENT	A_entails_B	B_neutral_A	two little boys are playing outside with their soccer ball on the green grass	two children play soccer in the park	FLICKR	FLICKR	TEST	197504190_fd1fc3d4b7.jpg#4
2396	9128	S1S3_inter	A girl with Indian clothing and henna on her hand is going through paperwork	S1_null	A man is wearing a colorful shirt and a lot of jewelry	S3_null	1.1	NEUTRAL	A_neutral_B	B_neutral_A	a girl with indian clothing on and henna on her hand goes through paperwork	a woman wears a colorful shirt and a lot of jewelry	FLICKR	FLICKR	TEST	2687672606_275169c35d.jpg#0
2425	9175	S1S2_intra	The person is hiking	S1_null	The person is walking	S2_lex	4.3	ENTAILMENT	A_entails_B	B_neutral_A	the person is hiking	the person is hiking	FLICKR	FLICKR	TEST	455611732_d65bf3e976.jpg#4
2452	9232	S1S3_intra	A girl in a uniform is playing the flute with a marching band	S1_null	A girl in a uniform is not playing the flute with a marching band	S3_inv	2.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	girl in uniform playing flute with marching band	girl in uniform playing flute with marching band	FLICKR	FLICKR	TEST	2355763034_9fb61a8165.jpg#4
2495	9318	S1S1_inter	A person is doing a trick on a snowboard	S1_null	A snowboarder is grinding down a long concrete rail	S1_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a snowboarder is grinding down a long concrete rail	a person doing a trick on a snowboard	FLICKR	FLICKR	TEST	3098336319_a7e5b061d0.jpg#1
2496	9316	S1S2_inter	A person is doing a trick on a snowboard	S1_null	A snowboarder is grinding down a long rail	S2_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	a person doing a trick on a snowboard	a snowboarder is grinding down a long concrete rail	FLICKR	FLICKR	TEST	3098336319_a7e5b061d0.jpg#0
2498	9320	S1S3_intra	Three friends are making faces for the camera	S1_null	Three enemies are making faces for the camera	S3_so	3.285	CONTRADICTION	A_contradicts_B	B_contradicts_A	three friends making faces for the camera	three friends making faces for the camera	FLICKR	FLICKR	TEST	3662871327_b128d25f04.jpg#0
2506	9334	S1S2_inter	Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone	S1_null	A group of people is walking down the street and a person in a hat is on the phone	S2_null	4.6	ENTAILMENT	A_entails_B	B_neutral_A	four people are walking along a city sidewalk, while the one in the green hat talks on a cellphone	a group of people walking down the street with one on the phone in a green hat	FLICKR	FLICKR	TEST	3666056567_661e25f54c.jpg#2
2534	9376	S1S3_intra	The players is maneuvering for the soccer ball	S1_null	The players is maneuvering for the basket ball	S3_so	3.1	NEUTRAL	A_neutral_B	B_neutral_A	the players manuever for the soccer ball	the players manuever for the soccer ball	FLICKR	FLICKR	TEST	3221128704_d1205db79b.jpg#2
2542	9390	S1S2_inter	Two children are playing in the surf	S1_null	A kid is splashing in the water	S2_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	two children playing in the surf	a kid splashes in the ocean	FLICKR	FLICKR	TEST	827941668_2e4ac6cb39.jpg#4
2555	9411	S1S2_intra	Two people dressed in green and red costumes are outside on the sidewalk	S1_null	Two people dressed in green and red costumes are outside near the street	S2_lex	4.3	ENTAILMENT	A_entails_B	B_neutral_A	two people dressed in green and red costumes are outside on the sidewalk	two people dressed in green and red costumes are outside on the sidewalk	FLICKR	FLICKR	TEST	3342272425_804316cb3d.jpg#3
2559	9421	S1S3_intra	A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background	S1_null	A cat is in a sandy area with the sand that is being stirred up into the air and several plants are in the background	S3_so	3.2	NEUTRAL	A_neutral_B	B_neutral_A	a dog in a sandy area with the sand stirred up into the air and several plants in the background	a dog in a sandy area with the sand stirred up into the air and several plants in the background	FLICKR	FLICKR	TEST	1541272333_1624b22546.jpg#3
