index	pair_ID	pair_type	sentence_A	sentence_A_expRule	sentence_B	sentence_B_expRule	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set	jpg
1510	7557	S1S2_intra	A small boy in a striped shirt is sliding out of a green tube	S1_null	A little boy in a striped shirt is sliding out of a green tube	S2_lex	4.9	ENTAILMENT	A_entails_B	B_entails_A	small boy in striped shirt sliding out of green tube	small boy in striped shirt sliding out of green tube	FLICKR	FLICKR	TRAIN	3457455611_94ee93929f.jpg#4
1511	7558	S1S3_intra	A small boy in a striped shirt is sliding out of a green tube	S1_null	A small shirtless boy is sliding into a green tube	S3_so	4.1	NEUTRAL	A_neutral_B	B_neutral_A	small boy in striped shirt sliding out of green tube	small boy in striped shirt sliding out of green tube	FLICKR	FLICKR	TRAIN	3457455611_94ee93929f.jpg#4
1512	7564	S1S3_inter	A small boy in a striped shirt is sliding out of a green tube	S1_null	A little boy is crawling in a green tunnel with a smile on his face	S3_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	small boy in striped shirt sliding out of green tube	little boy sitting in a green tunnel with a smile on his face	FLICKR	FLICKR	TRAIN	3457455611_94ee93929f.jpg#4
1514	7567	S1S3_intra	The person is flying through the air on a bicycle	S1_null	The person is not flying through the air on a bicycle	S3_inv	4.2	CONTRADICTION	A_contradicts_B	B_contradicts_A	a person flying through the air on a bicycle	a person flying through the air on a bicycle	FLICKR	FLICKR	TRAIN	3522076584_7c603d2ac5.jpg#2
1517	7572	S1S2_inter	A person on a bike is jumping through the air and the sun is flaring through the bike frame	S1_null	The person is flying through the air on the bicycle	S2_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a person on a bike flies through the air with the sun flaring through the bike frame	a person flying through the air on a bicycle	FLICKR	FLICKR	TRAIN	3522076584_7c603d2ac5.jpg#4
1518	7573	S1S3_inter	A person on a bike is jumping through the air and the sun is flaring through the bike frame	S1_null	The person is not flying through the air on a bicycle	S3_null	3.6	NEUTRAL	A_contradicts_B	B_neutral_A	a person on a bike flies through the air with the sun flaring through the bike frame	a person flying through the air on a bicycle	FLICKR	FLICKR	TRAIN	3522076584_7c603d2ac5.jpg#4
1520	7576	S1S3_intra	The bunch of men are playing rugby on a muddy field	S1_null	The bunch of men are not playing rugby on a muddy field	S3_inv	3.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	a bunch of men play rugby on a muddy field	a bunch of men play rugby on a muddy field	FLICKR	FLICKR	TRAIN	3262075846_5695021d84.jpg#0
1521	7580	S1S2_inter	The bunch of men are playing rugby on a muddy field	S1_null	Rugby is being played by some men	S2_null	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a bunch of men play rugby on a muddy field	men play rugby	FLICKR	FLICKR	TRAIN	3262075846_5695021d84.jpg#0
1522	7581	S1S3_inter	The bunch of men are playing rugby on a muddy field	S1_null	Some men are idling	S3_null	2.2	NEUTRAL	A_neutral_B	B_neutral_A	a bunch of men play rugby on a muddy field	men play rugby	FLICKR	FLICKR	TRAIN	3262075846_5695021d84.jpg#0
1526	7594	S1S1_inter	The bike rider is looking at an accident of another bike rider	S1_null	A person is looking at a motocross bike that is lying on its side and another is racing by	S1_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	bike rider is looking at a accident of other sports bike rider	a looker on catches a motocross bike on it's side after a spill while another races by	FLICKR	FLICKR	TRAIN	3034585889_388d6ffcc0.jpg#4
1537	7616	S1S3_intra	A woman in a purple top is walking a bicycle between two stone columns	S1_null	There is no woman in a purple top walking a bicycle between two stone columns	S3_od	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman in a purple top is walking a bicycle between two stone columns	a woman in a purple top is walking a bicycle between two stone columns	FLICKR	FLICKR	TRAIN	3068994801_b2bc079e67.jpg#2
1541	7625	S1S1_inter	A girl dressed in purple and blue is walking beside her bike at night	S1_null	A woman in a purple top is walking a bicycle between two stone columns	S1_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	a woman in a purple top is walking a bicycle between two stone columns	a girl dressed in purple and blue walks beside her bike at night	FLICKR	FLICKR	TRAIN	3068994801_b2bc079e67.jpg#2
1542	7619	S1S3_intra	A girl dressed in purple and blue is walking beside her bike at night	S1_null	A naked girl is walking beside her bike at night	S3_so	3.5	NEUTRAL	A_neutral_B	B_neutral_A	a girl dressed in purple and blue walks beside her bike at night	a girl dressed in purple and blue walks beside her bike at night	FLICKR	FLICKR	TRAIN	3068994801_b2bc079e67.jpg#0
1543	7622	S1S2_inter	A girl dressed in purple and blue is walking beside her bike at night	S1_null	A woman in a top which is purple is walking a bicycle between two stone columns	S2_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a girl dressed in purple and blue walks beside her bike at night	a woman in a purple top is walking a bicycle between two stone columns	FLICKR	FLICKR	TRAIN	3068994801_b2bc079e67.jpg#0
1549	7634	S1S1_inter	A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean	S1_null	A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background	S1_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	a man in a red jacket stands next to a yellow kayak on rocks by the ocean	a man wearing a red jacket standing beside a yellow canoe on some rocks with water in the background	FLICKR	FLICKR	TRAIN	2641770481_c98465ff35.jpg#1
1553	7636	S1S3_intra	The black dog is walking along a tree trunk bridge over water	S1_null	The black dog is not walking along a tree trunk bridge over water	S3_inv	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	the black dog is walking along a tree trunk bridge over water	the black dog is walking along a tree trunk bridge over water	FLICKR	FLICKR	TRAIN	247704641_d883902277.jpg#3
1555	7641	S1S3_inter	The black dog is walking along a tree trunk bridge over water	S1_null	There is no dog crossing a river on a bridge made from a fallen tree	S3_null	4.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	the black dog is walking along a tree trunk bridge over water	a dog crossing a river on a bridge made of a fallen tree	FLICKR	FLICKR	TRAIN	247704641_d883902277.jpg#3
1556	7642	S1S4_inter	The black dog is walking along a tree trunk bridge over water	S1_null	A tree is falling over a bridge made over the river which a dog is crossing	S4_null	3.6	ENTAILMENT	A_entails_B	B_neutral_A	the black dog is walking along a tree trunk bridge over water	a dog crossing a river on a bridge made of a fallen tree	FLICKR	FLICKR	TRAIN	247704641_d883902277.jpg#3
1558	7638	S1S3_intra	A dog is crossing a river on a bridge made from a fallen tree	S1_null	There is no dog crossing a river on a bridge made from a fallen tree	S3_od	2.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	a dog crossing a river on a bridge made of a fallen tree	a dog crossing a river on a bridge made of a fallen tree	FLICKR	FLICKR	TRAIN	247704641_d883902277.jpg#1
1560	7651	S1S3_inter	A child in a green and white sports uniform is running over the grass	S1_null	There is no little boy wearing a green soccer strip and running on the grass	S3_null	2.9	NEUTRAL	A_neutral_B	B_contradicts_A	a child in a green and white sports uniform is running over grass	a little boy wearing a green soccer strip is running on the grass	FLICKR	FLICKR	TRAIN	2201192417_d934730fea.jpg#1
1561	7654	S1S1_inter	A child in a green and white sports uniform is running over the grass	S1_null	A little boy is wearing a green soccer strip and is running on the grass	S1_null	4.2	NEUTRAL	A_neutral_B	B_neutral_A	a child in a green and white sports uniform is running over grass	a little boy wearing a green soccer strip is running on the grass	FLICKR	FLICKR	TRAIN	2201192417_d934730fea.jpg#1
1562	7653	S1S3_inter	A little boy is wearing a green soccer strip and is running on the grass	S1_null	A child in a green and white sports uniform is resting on the grass	S3_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a little boy wearing a green soccer strip is running on the grass	a child in a green and white sports uniform is running over grass	FLICKR	FLICKR	TRAIN	2201192417_d934730fea.jpg#3
1563	7657	S1S4_intra	A girl in a black hat is wearing a bikini at the beach	S1_null	A black girl with no bikini is wearing a hat at the beach	S4_ws	2.7	NEUTRAL	A_neutral_B	B_neutral_A	a girl in a black hat wears a bikini at the beach	a girl in a black hat wears a bikini at the beach	FLICKR	FLICKR	TRAIN	289860281_94d699f36d.jpg#1
1564	7665	S1S1_inter	A young lady in a bikini is lying on the beach	S1_null	A girl in a black hat is wearing a bikini at the beach	S1_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	a girl in a black hat wears a bikini at the beach	young lady in bikini lying on the beach	FLICKR	FLICKR	TRAIN	289860281_94d699f36d.jpg#1
1565	7658	S1S2_intra	A young lady in a bikini is lying on the beach	S1_null	A lady who looks young is lying on the beach	S2_expa	4.3	ENTAILMENT	A_entails_B	B_neutral_A	young lady in bikini lying on the beach	young lady in bikini lying on the beach	FLICKR	FLICKR	TRAIN	289860281_94d699f36d.jpg#4
1566	7659	S1S3_intra	A young lady in a bikini is lying on the beach	S1_null	A young lady in a bikini is standing on the beach	S3_so	4.2	NEUTRAL	A_neutral_B	B_neutral_A	young lady in bikini lying on the beach	young lady in bikini lying on the beach	FLICKR	FLICKR	TRAIN	289860281_94d699f36d.jpg#4
1568	7668	S1S2_intra	A man is performing a handstand on the beach	S1_null	A handstand is being performed by a man on the beach	S2_top	4.9	ENTAILMENT	A_entails_B	B_entails_A	a man is performing a handstand on the beach	a man is performing a handstand on the beach	FLICKR	FLICKR	TRAIN	3398746625_5199beea71.jpg#2
1570	7670	S1S2_inter	The man is doing a handstand on the wet sand at the edge of the water at the beach	S1_null	A handstand is being performed by a man on the beach	S2_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	the male is doing a handstand on the wet sand at the edge of the water at the beach	a man is performing a handstand on the beach	FLICKR	FLICKR	TRAIN	3398746625_5199beea71.jpg#4
1573	7680	S1S2_inter	A young boy is playing in the park with his mother	S1_null	The boy in blue is running away from the woman in blue	S2_null	2.0	NEUTRAL	A_neutral_B	B_neutral_A	a young boy is playing in the park with his mother	a boy in blue runs away from a woman in blue	FLICKR	FLICKR	TRAIN	3263141261_db3a4798b5.jpg#4
1574	7681	S1S3_inter	A young boy is playing in the park with his mother	S1_null	A boy in blue is running towards a woman in blue	S3_null	2.9	NEUTRAL	A_neutral_B	B_neutral_A	a young boy is playing in the park with his mother	a boy in blue runs away from a woman in blue	FLICKR	FLICKR	TRAIN	3263141261_db3a4798b5.jpg#4
1579	7687	S1S3_intra	A little boy with brown hair is jumping off of a brown chair onto the floor	S1_null	There is no little boy with brown hair jumping off of a brown chair onto the floor	S3_od	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	a little boy with brown hair jumped off of a brown chair onto the floor	a little boy with brown hair jumped off of a brown chair onto the floor	FLICKR	FLICKR	TRAIN	2823200990_7b02b7cc36.jpg#2
1583	7689	S1S3_intra	A young boy is jumping off a chair	S1_null	A young boy is jumping onto a chair	S3_so	4.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	a young boy jumping off a chair	a young boy jumping off a chair	FLICKR	FLICKR	TRAIN	2823200990_7b02b7cc36.jpg#4
1587	7700	S1S2_inter	Two kids are bouncing on colorful balls	S1_null	Some children are wearing black tights and hopping	S2_null	2.3	NEUTRAL	A_neutral_B	B_neutral_A	two kids are bouncing on colorful balls	the children are wearing black tights while hopping	FLICKR	FLICKR	TRAIN	2160266952_a2ab39191b.jpg#3
1590	7711	S1S3_inter	A little girl is smiling and wearing a fake nose and glasses	S1_null	The blonde girl with the pink top is not smiling and not wearing funny glasses with a large nose attached	S3_null	2.8	NEUTRAL	A_neutral_B	B_contradicts_A	a little girl is smiling whilst wearing a fake nose and glasses	blonde girl with pink top smiling while wearing funny glasses with large nose	FLICKR	FLICKR	TRAIN	2204695848_3d1b140212.jpg#2
1591	7714	S1S1_inter	The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached	S1_null	A little girl is smiling and wearing a fake nose and glasses	S1_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	a little girl is smiling whilst wearing a fake nose and glasses	blonde girl with pink top smiling while wearing funny glasses with large nose	FLICKR	FLICKR	TRAIN	2204695848_3d1b140212.jpg#2
1594	7712	S1S2_inter	The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached	S1_null	The little girl is smiling and wearing a fake nose and glasses	S2_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	blonde girl with pink top smiling while wearing funny glasses with large nose	a little girl is smiling whilst wearing a fake nose and glasses	FLICKR	FLICKR	TRAIN	2204695848_3d1b140212.jpg#3
1596	7716	S1S3_intra	A man is squirting water into the mouth of a white dog with a squirt gun	S1_null	There is no man squirting water into the mouth of a white dog with a squirt gun	S3_od	4.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is squirting water into a white dog's mouth with a squirt gun	a man is squirting water into a white dog's mouth with a squirt gun	FLICKR	FLICKR	TRAIN	2709683703_5385ea9ef4.jpg#0
1597	7719	S1S2_inter	A man is squirting water into the mouth of a white dog with a squirt gun	S1_null	The man is spraying a super soaker into the mouth of the dog	S2_null	4.2	NEUTRAL	A_neutral_B	B_neutral_A	a man is squirting water into a white dog's mouth with a squirt gun	a man spraying a super soaker into the mouth of a dog	FLICKR	FLICKR	TRAIN	2709683703_5385ea9ef4.jpg#0
1598	7723	S1S1_inter	A man is spraying a super soaker into the mouth of a dog	S1_null	A man is squirting water into the mouth of a white dog with a squirt gun	S1_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	a man is squirting water into a white dog's mouth with a squirt gun	a man spraying a super soaker into the mouth of a dog	FLICKR	FLICKR	TRAIN	2709683703_5385ea9ef4.jpg#0
1601	7722	S1S3_inter	A man is spraying a super soaker into the mouth of a dog	S1_null	There is no man squirting water into the mouth of a white dog with a squirt gun	S3_null	3.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man spraying a super soaker into the mouth of a dog	a man is squirting water into a white dog's mouth with a squirt gun	FLICKR	FLICKR	TRAIN	2709683703_5385ea9ef4.jpg#1
1603	7729	S1S2_inter	A boy under an umbrella is being held by his father who is wearing a blue coat	S1_null	A child is amazedly experiencing a new world	S2_null	1.6	NEUTRAL	A_neutral_B	B_neutral_A	a boy under an umbrella is held by his father who is wearing a blue coat	child experiences new world	FLICKR	FLICKR	TRAIN	3458379941_657182bb09.jpg#0
1604	7732	S1S3_inter	A child is experiencing a new world	S1_null	A boy under an umbrella is being let go by his father who is wearing a blue coat	S3_null	1.2	NEUTRAL	A_neutral_B	B_neutral_A	a boy under an umbrella is held by his father who is wearing a blue coat	child experiences new world	FLICKR	FLICKR	TRAIN	3458379941_657182bb09.jpg#0
1606	7728	S1S3_intra	A child is experiencing a new world	S1_null	A child is falling asleep	S3_so	2.7	NEUTRAL	A_neutral_B	B_neutral_A	child experiences new world	child experiences new world	FLICKR	FLICKR	TRAIN	3458379941_657182bb09.jpg#3
1607	7731	S1S2_inter	A child is experiencing a new world	S1_null	A boy under an umbrella is being held by his father who is wearing a coat dyed in blue	S2_null	1.8	NEUTRAL	A_neutral_B	B_neutral_A	child experiences new world	a boy under an umbrella is held by his father who is wearing a blue coat	FLICKR	FLICKR	TRAIN	3458379941_657182bb09.jpg#3
1610	7742	S1S3_inter	A dog is playing alone on a beach covered by snow	S1_null	There is no dog walking along a snowdrift	S3_null	2.9	NEUTRAL	A_neutral_B	B_neutral_A	a dog is playing by itself on a beach that has recently seen snowfall	a dog walking along a snow drift	FLICKR	FLICKR	TRAIN	426191845_1e979e9345.jpg#0
1612	7744	S1S2_intra	A light brown dog is running up a street	S1_null	The light brown dog is running up a street	S2_det	5.0	ENTAILMENT	A_entails_B	B_entails_A	a light brown dog is running up	a light brown dog is running up	FLICKR	FLICKR	TRAIN	2738077433_10e6264b6f.jpg#3
1615	7752	S1S3_inter	A great dog is climbing a steep hill	S1_null	There is no light brown dog running up a street	S3_null	2.5	NEUTRAL	A_neutral_B	B_neutral_A	a light brown dog is running up	a great dane climbing a steep hill	FLICKR	FLICKR	TRAIN	2738077433_10e6264b6f.jpg#3
1616	7754	S1S1_inter	A great dog is climbing a steep hill	S1_null	A light brown dog is running up a street	S1_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	a light brown dog is running up	a great dane climbing a steep hill	FLICKR	FLICKR	TRAIN	2738077433_10e6264b6f.jpg#3
1617	7747	S1S2_intra	A great dog is climbing a steep hill	S1_null	A great dog is wildly climbing a steep hill	S2_aa	4.5	ENTAILMENT	A_entails_B	B_entails_A	a great dane climbing a steep hill	a great dane climbing a steep hill	FLICKR	FLICKR	TRAIN	2738077433_10e6264b6f.jpg#2
1619	7751	S1S2_inter	A great dog is climbing a steep hill	S1_null	The light brown dog is running up a street	S2_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a great dane climbing a steep hill	a light brown dog is running up	FLICKR	FLICKR	TRAIN	2738077433_10e6264b6f.jpg#2
1623	7757	S1S2_intra	People are walking through a crowded street	S1_null	People are walking through a street which is crowded	S2_expa	4.815	ENTAILMENT	A_entails_B	B_entails_A	people are walking through a crowded street	people are walking through a crowded street	FLICKR	FLICKR	TRAIN	256444892_efcb3bd824.jpg#4
1624	7764	S1S3_inter	People are walking through a crowded street	S1_null	A man and a woman are idling in a city street	S3_null	2.8	NEUTRAL	A_neutral_B	B_neutral_A	people are walking through a crowded street	a man and a woman walking down a city street	FLICKR	FLICKR	TRAIN	256444892_efcb3bd824.jpg#4
1627	7771	S1S2_inter	A surfer is riding a big wave across dark green water	S1_null	A surfer is riding a big wave	S2_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a surfer rides a big wave across dark green water	the surfer is coming in from riding a big wave	FLICKR	FLICKR	TRAIN	3214151585_f2d0b00b41.jpg#3
1630	7776	S1S1_inter	A surfer is riding a big wave across dark green water	S1_null	The surfer is riding a big wave	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a surfer rides a big wave across dark green water	the surfer is coming in from riding a big wave	FLICKR	FLICKR	TRAIN	3214151585_f2d0b00b41.jpg#3
1631	7777	S1S2_intra	The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses	S1_null	The shirtless man in striped shorts and sunglasses is standing near a person in a white shirt and sunglasses	S2_lex	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a shirtless man in striped shorts and sunglasses with a man in white shirt and sunglasses	a shirtless man in striped shorts and sunglasses with a man in white shirt and sunglasses	FLICKR	FLICKR	TRAIN	3680218298_582e6a2289.jpg#2
1632	7782	S1S3_inter	The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses	S1_null	The muscular white man is dancing and the man behind him is wearing green beads	S3_null	2.1	NEUTRAL	A_neutral_B	B_neutral_A	a shirtless man in striped shorts and sunglasses with a man in white shirt and sunglasses	the muscular black man is dancing while the man behind him wears green beads	FLICKR	FLICKR	TRAIN	3680218298_582e6a2289.jpg#2
1633	7785	S1S1_inter	The muscular black man is dancing and the man behind him is wearing green beads	S1_null	The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses	S1_null	2.265	NEUTRAL	A_neutral_B	B_neutral_A	a shirtless man in striped shorts and sunglasses with a man in white shirt and sunglasses	the muscular black man is dancing while the man behind him wears green beads	FLICKR	FLICKR	TRAIN	3680218298_582e6a2289.jpg#2
1634	7779	S1S2_intra	The muscular black man is dancing and the man behind him is wearing green beads	S1_null	The muscular man is dancing and the man behind him is wearing green beads	S2_aa	4.4	ENTAILMENT	A_entails_B	B_neutral_A	the muscular black man is dancing while the man behind him wears green beads	the muscular black man is dancing while the man behind him wears green beads	FLICKR	FLICKR	TRAIN	3680218298_582e6a2289.jpg#3
1635	7780	S1S3_intra	The muscular black man is dancing and the man behind him is wearing green beads	S1_null	The muscular white man is dancing and the man behind him is wearing green beads	S3_so	3.7	NEUTRAL	A_neutral_B	B_neutral_A	the muscular black man is dancing while the man behind him wears green beads	the muscular black man is dancing while the man behind him wears green beads	FLICKR	FLICKR	TRAIN	3680218298_582e6a2289.jpg#3
1636	7784	S1S3_inter	The muscular black man is dancing and the man behind him is wearing green beads	S1_null	The shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses	S3_null	2.0	NEUTRAL	A_neutral_B	B_neutral_A	the muscular black man is dancing while the man behind him wears green beads	a shirtless man in striped shorts and sunglasses with a man in white shirt and sunglasses	FLICKR	FLICKR	TRAIN	3680218298_582e6a2289.jpg#3
1638	7794	S1S1_inter	A snowboarding man is jumping through the air	S1_null	A person wearing grey pants is airborne on a snowboard	S1_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	person wearing grey pants airborne on a snowboard	a man jumps through the air while snowboarding	FLICKR	FLICKR	TRAIN	2272750492_91e8f67328.jpg#4
1644	7798	S1S3_intra	A tennis player with a green headband is hitting the ball	S1_null	A tennis player with a green headband is missing the ball	S3_so	4.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	a tennis player with green a green headband on is ready to hit the ball	a tennis player with green a green headband on is ready to hit the ball	FLICKR	FLICKR	TRAIN	3425061393_d093edb8da.jpg#2
1646	7804	S1S2_intra	A man is crouching and holding a camera	S1_null	A person is crouching and holding a camera	S2_lex	4.6	ENTAILMENT	A_entails_B	B_neutral_A	a man crouching and holding a camera	a man crouching and holding a camera	FLICKR	FLICKR	TRAIN	708945669_08e7ffb9a7.jpg#1
1647	7805	S1S3_intra	A man is crouching and holding a camera	S1_null	A woman is crouching and holding a camera	S3_so	3.7	NEUTRAL	A_neutral_B	B_neutral_A	a man crouching and holding a camera	a man crouching and holding a camera	FLICKR	FLICKR	TRAIN	708945669_08e7ffb9a7.jpg#1
1648	7811	S1S3_inter	A man is squatting in brush and taking a photograph	S1_null	A woman is crouching and holding a camera	S3_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	a man crouching and holding a camera	a man is squatting in brush to take a photograph	FLICKR	FLICKR	TRAIN	708945669_08e7ffb9a7.jpg#1
1651	7807	S1S3_intra	A man is squatting in brush and taking a photograph	S1_null	There is no man squatting in brush and taking a photograph	S3_od	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is squatting in brush to take a photograph	a man is squatting in brush to take a photograph	FLICKR	FLICKR	TRAIN	708945669_08e7ffb9a7.jpg#2
1652	7810	S1S2_inter	A man is squatting in brush and taking a photograph	S1_null	A person is crouching and holding a camera	S2_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	a man is squatting in brush to take a photograph	a man crouching and holding a camera	FLICKR	FLICKR	TRAIN	708945669_08e7ffb9a7.jpg#2
1655	7819	S1S2_inter	Two dogs are looking at something that is splashing in the water	S1_null	Some dogs are playing in a river	S2_null	3.3	NEUTRAL	A_neutral_B	B_neutral_A	two dogs look at something splashing in the water	dogs playing in a stream	FLICKR	FLICKR	TRAIN	2878272032_fda05ffac7.jpg#4
1657	7817	S1S2_inter	Some dogs are playing in a stream	S1_null	Two dogs are looking at something that is moving in the water	S2_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	dogs playing in a stream	two dogs look at something splashing in the water	FLICKR	FLICKR	TRAIN	2878272032_fda05ffac7.jpg#2
1659	7821	S1S1_inter	Two dogs are looking at something that is splashing in the water	S1_null	Some dogs are playing in a stream	S1_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	dogs playing in a stream	two dogs look at something splashing in the water	FLICKR	FLICKR	TRAIN	2878272032_fda05ffac7.jpg#2
1666	7834	S1S3_intra	A brown dog is jumping in the air	S1_null	There is no brown dog jumping in the air	S3_od	3.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	a brown dog jumping in the air	a brown dog jumping in the air	FLICKR	FLICKR	TRAIN	3439414478_8038ba9409.jpg#0
1669	7844	S1S2_inter	A man on a motorcycle is riding on a track and waving	S1_null	The person on the motorcycle is holding up his arm	S2_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	a man on a motorcycle riding on a track and waving	the person on the motorcycle is holding up his arm	FLICKR	FLICKR	TRAIN	2911928620_06c3fa293e.jpg#1
1672	7849	S1S2_intra	Two adults are standing on a scooter in a field of yellow flowers	S1_null	Two adults are standing on a scooter in a field of flowers	S2_aa	4.5	ENTAILMENT	A_entails_B	B_neutral_A	two adults - a male and a female - are standing on scooters in a field of yellow flowers	two adults - a male and a female - are standing on scooters in a field of yellow flowers	FLICKR	FLICKR	TRAIN	3307147971_5b3abf61f9.jpg#2
1675	7851	S1S2_intra	Two people wearing helmets are riding over the yellow and white flowers	S1_null	Two people wearing helmets are driving over the yellow and white flowers	S2_lex	4.8	ENTAILMENT	A_entails_B	B_entails_A	two people wearing helmets ride over the yellow and white flowers	two people wearing helmets ride over the yellow and white flowers	FLICKR	FLICKR	TRAIN	3307147971_5b3abf61f9.jpg#4
1682	7866	S1S1_inter	A person is riding a bike along a muddy trail	S1_null	A person is riding a dirt bike down a dirt hill	S1_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	person rides a dirt bike down a dirt hill	a person dirtbikes along a muddy trail	FLICKR	FLICKR	TRAIN	2308108566_2cba6bca53.jpg#4
1683	7867	S1S2_intra	A man in blue is riding a horse on a dirt road	S1_null	A man in blue is riding a animal on a dirt road	S2_lex	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a man in blue is riding a horse on a dirt road	a man in blue is riding a horse on a dirt road	FLICKR	FLICKR	TRAIN	405331006_4e94e07698.jpg#1
1684	7868	S1S3_intra	A man in blue is riding a horse on a dirt road	S1_null	A woman in blue is riding a horse on a dirt road	S3_so	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a man in blue is riding a horse on a dirt road	a man in blue is riding a horse on a dirt road	FLICKR	FLICKR	TRAIN	405331006_4e94e07698.jpg#1
1685	7869	S1S4_intra	A man in blue is riding a horse on a dirt road	S1_null	A man is riding a dirty horse on a blue road	S4_ws	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a man in blue is riding a horse on a dirt road	a man in blue is riding a horse on a dirt road	FLICKR	FLICKR	TRAIN	405331006_4e94e07698.jpg#1
1688	7875	S1S3_inter	A man in a blue cowboy hat is riding a white horse	S1_null	A woman in blue is riding a horse on a dirt road	S3_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a man in a blue cowboy hat is riding a white horse	a man in blue is riding a horse on a dirt road	FLICKR	FLICKR	TRAIN	405331006_4e94e07698.jpg#0
1689	7876	S1S4_inter	A man in a blue cowboy hat is riding a white horse	S1_null	A man is riding a dirty horse on a blue road	S4_null	2.7	NEUTRAL	A_neutral_B	B_neutral_A	a man in a blue cowboy hat is riding a white horse	a man in blue is riding a horse on a dirt road	FLICKR	FLICKR	TRAIN	405331006_4e94e07698.jpg#0
1690	7878	S1S2_intra	Three people are driving ATVs	S1_null	ATVs are being driven by three people	S2_top	5.0	ENTAILMENT	A_entails_B	B_entails_A	three people drive atvs	three people drive atvs	FLICKR	FLICKR	TRAIN	109823394_83fcb735e1.jpg#0
1695	7884	S1S2_inter	Three people are driving four wheel ATVs in a field	S1_null	ATVs are being driven by three people	S2_null	4.6	ENTAILMENT	A_entails_B	B_neutral_A	three people on four wheel atv's in a field	three people drive atvs	FLICKR	FLICKR	TRAIN	109823394_83fcb735e1.jpg#3
1697	7887	S1S2_intra	Two white dogs and one brown dog are chasing a ball	S1_null	Two white dogs and one brown dog are chasing a toy	S2_lex	4.5	ENTAILMENT	A_entails_B	B_neutral_A	there are two white dogs and one brown dog chasing a ball	there are two white dogs and one brown dog chasing a ball	FLICKR	FLICKR	TRAIN	2173312932_269f9786fc.jpg#2
1699	7893	S1S2_inter	Two white dogs are playing with a brown dog and a ball	S1_null	Two white dogs and one brown dog are chasing a toy	S2_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	two white dogs are playing with a brown dog and a ball	there are two white dogs and one brown dog chasing a ball	FLICKR	FLICKR	TRAIN	2173312932_269f9786fc.jpg#4
