pair_ID	pair_type	sentence_A	sentence_A_expRule	sentence_B	sentence_B_expRule	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
4063	S1S2_intra	A man is outside and is throwing blades at a target which is close	S2_expa	A man is outside and is throwing blades at a close target	S1_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	a man is throwing blades into a close target outside	a man is throwing blades into a close target outside	SEMEVAL	SEMEVAL	TRAIN
4065	S1S4_intra	A man is outside close to a target for blade throwing	S4_ws	A man is outside and is throwing blades at a close target	S1_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	a man is throwing blades into a close target outside	a man is throwing blades into a close target outside	SEMEVAL	SEMEVAL	TRAIN
4068	S1S2_inter	A man is outside and is throwing blades at a close target	S1_null	The man is hurling knives at a tree	S2_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	a man is throwing blades into a close target outside	the man is throwing knives at a tree	SEMEVAL	SEMEVAL	TRAIN
4069	S1S3_inter	A man is outside and is throwing blades at a close target	S1_null	The man is removing knives from a tree	S3_null	2.9	NEUTRAL	A_neutral_B	B_neutral_A	a man is throwing blades into a close target outside	the man is throwing knives at a tree	SEMEVAL	SEMEVAL	TRAIN
4071	S1S3_inter	The man is throwing knives at a tree	S1_null	A man is inside the house and is throwing blades at a close target	S3_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	the man is throwing knives at a tree	a man is throwing blades into a close target outside	SEMEVAL	SEMEVAL	TRAIN
4072	S1S4_inter	A man is outside close to a target for blade throwing	S4_null	The man is throwing knives at a tree	S1_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	the man is throwing knives at a tree	a man is throwing blades into a close target outside	SEMEVAL	SEMEVAL	TRAIN
4074	S1S2_intra	A horse is being ridden by a man	S2_top	A man is riding a horse	S1_null	5.0	ENTAILMENT	A_entails_B	B_entails_A	a man is riding on a horse	a man is riding on a horse	SEMEVAL	SEMEVAL	TRAIN
4076	S1S2_intra	One man is riding a horse	S2_det	The man is riding a horse	S1_null	5.0	ENTAILMENT	A_entails_B	B_entails_A	the man is riding a horse	the man is riding a horse	SEMEVAL	SEMEVAL	TRAIN
4083	S1S3_inter	A man is stopping a horse	S3_null	The man is riding a horse	S1_null	3.9	NEUTRAL	A_contradicts_B	B_neutral_A	the man is riding a horse	a man is riding on a horse	SEMEVAL	SEMEVAL	TRAIN
4084	S1S1_inter	The man is riding a horse	S1_null	A man is riding a horse	S1_null	5.0	ENTAILMENT	A_entails_B	B_entails_A	a man is riding on a horse	the man is riding a horse	SEMEVAL	SEMEVAL	TRAIN
4085	S1S2_intra	A picture is being drawn by a man	S2_top	A man is drawing a picture	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	a man is drawing a picture	a man is drawing a picture	SEMEVAL	SEMEVAL	TRAIN
4087	S1S4_intra	A man is taking a picture of a drawing	S4_ws	A man is drawing a picture	S1_null	2.865	NEUTRAL	A_neutral_B	B_neutral_A	a man is drawing a picture	a man is drawing a picture	SEMEVAL	SEMEVAL	TRAIN
4088	S1S2_intra	The person is painting	S2_lex	The person is drawing	S1_null	3.4	NEUTRAL	A_neutral_B	B_contradicts_A	a person is drawing	a person is drawing	SEMEVAL	SEMEVAL	TRAIN
4090	S1S4_intra	Someone is drawing a person	S4_ws	The person is drawing	S1_null	4.0	ENTAILMENT	A_entails_B	B_neutral_A	a person is drawing	a person is drawing	SEMEVAL	SEMEVAL	TRAIN
4094	S1S2_inter	A picture is being drawn by a man	S2_null	The person is drawing	S1_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	a person is drawing	a man is drawing a picture	SEMEVAL	SEMEVAL	TRAIN
4100	S1S2_intra	Someone is playing the guitar	S1_null	Somebody is playing the guitar	S2_det	4.8	ENTAILMENT	A_entails_B	B_entails_A	someone is playing guitar	someone is playing guitar	SEMEVAL	SEMEVAL	TRAIN
4102	S1S2_inter	Somebody is playing the guitar	S2_null	Someone is playing a piano	S1_null	2.8	NEUTRAL	A_neutral_B	B_neutral_A	someone is playing a piano	someone is playing guitar	SEMEVAL	SEMEVAL	TRAIN
4105	S1S3_inter	Someone is playing the guitar	S1_null	Someone is dismantling a piano	S3_null	2.2	NEUTRAL	A_neutral_B	B_neutral_A	someone is playing guitar	someone is playing a piano	SEMEVAL	SEMEVAL	TRAIN
4108	S1S3_intra	There is no man eating food	S3_od	A man is eating some food	S1_null	4.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is eating a food	a man is eating a food	SEMEVAL	SEMEVAL	TRAIN
4109	S1S2_intra	A man is eating a pizza	S1_null	A pizza is being eaten by a man	S2_top	4.9	ENTAILMENT	A_entails_B	B_entails_A	a man is eating a pizza	a man is eating a pizza	SEMEVAL	SEMEVAL	TRAIN
4112	S1S3_inter	There is no man eating a pizza	S3_null	A man is eating some food	S1_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a man is eating a food	a man is eating a pizza	SEMEVAL	SEMEVAL	TRAIN
4113	S1S2_inter	A man is eating a pizza	S1_null	Some food is being eaten by a man	S2_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a man is eating a pizza	a man is eating a food	SEMEVAL	SEMEVAL	TRAIN
4115	S1S1_inter	A man is eating a pizza	S1_null	A man is eating some food	S1_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	a man is eating a food	a man is eating a pizza	SEMEVAL	SEMEVAL	TRAIN
4117	S1S3_intra	A cute panda is lying down	S1_null	A cute panda is not lying down	S3_inv	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	a panda is lying down	a panda is lying down	SEMEVAL	SEMEVAL	TRAIN
4118	S1S2_intra	The panda bear is resting on the logs	S2_lex	The panda bear is lying on the logs	S1_null	4.7	ENTAILMENT	A_entails_B	B_entails_A	the panda bear lay on the logs	the panda bear lay on the logs	SEMEVAL	SEMEVAL	TRAIN
4119	S1S3_intra	The panda bear is lying on the logs	S1_null	The panda bear is not lying on the logs	S3_inv	2.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	the panda bear lay on the logs	the panda bear lay on the logs	SEMEVAL	SEMEVAL	TRAIN
4120	S1S4_intra	The log is lying on the panda bear	S4_ws	The panda bear is lying on the logs	S1_null	3.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	the panda bear lay on the logs	the panda bear lay on the logs	SEMEVAL	SEMEVAL	TRAIN
4123	S1S4_inter	A cute panda is lying down	S1_null	The log is lying on the panda bear	S4_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	a panda is lying down	the panda bear lay on the logs	SEMEVAL	SEMEVAL	TRAIN
4125	S1S3_inter	The panda bear is lying on the logs	S1_null	A cute panda is not lying down	S3_null	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	the panda bear lay on the logs	a panda is lying down	SEMEVAL	SEMEVAL	TRAIN
4126	S1S1_inter	A cute panda is lying down	S1_null	The panda bear is lying on the logs	S1_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	a panda is lying down	the panda bear lay on the logs	SEMEVAL	SEMEVAL	TRAIN
4127	S1S2_intra	A dog is jumping on a trampoline	S2_lex	A dog is bouncing on a trampoline	S1_null	5.0	ENTAILMENT	A_entails_B	B_entails_A	a dog bounces on a trampoline	a dog bounces on a trampoline	SEMEVAL	SEMEVAL	TRAIN
4132	S1S3_inter	A dog is lying on a trampoline	S3_null	A dog is bouncing on a trampoline	S1_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a dog bounces on a trampoline	a dog is jumping on a trampoline	SEMEVAL	SEMEVAL	TRAIN
4134	S1S3_inter	There is no dog bouncing on a trampoline	S3_null	A dog is jumping on a trampoline	S1_null	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	a dog is jumping on a trampoline	a dog bounces on a trampoline	SEMEVAL	SEMEVAL	TRAIN
4136	S1S2_intra	A man is doing back flips on a trampoline	S1_null	A man is jumping on a trampoline	S2_lex	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a man is doing back flips on a trampoline	a man is doing back flips on a trampoline	SEMEVAL	SEMEVAL	TRAIN
4137	S1S3_intra	There is no man doing back flips on a trampoline	S3_od	A man is doing back flips on a trampoline	S1_null	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is doing back flips on a trampoline	a man is doing back flips on a trampoline	SEMEVAL	SEMEVAL	TRAIN
4141	unrel	A man is doing back flips on a trampoline	S1_null	There are no kids jumping on a trampoline	S3_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a man is doing back flips on a trampoline	several kids jump up and down on a trampoline	SEMEVAL	SEMEVAL	TRAIN
4142	unrel	Several kids are jumping on a trampoline	S1_null	A man is jumping on a trampoline	S2_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	several kids jump up and down on a trampoline	a man is doing back flips on a trampoline	SEMEVAL	SEMEVAL	TRAIN
4145	S1S2_intra	A woman is slicing an onion	S2_lex	A woman is cutting an onion	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	a woman is cutting an onion	a woman is cutting an onion	SEMEVAL	SEMEVAL	TRAIN
4147	S1S2_intra	A woman is cutting meat	S1_null	A woman is slicing some meat	S2_lex	4.9	ENTAILMENT	A_entails_B	B_entails_A	a woman is cutting meat	a woman is cutting meat	SEMEVAL	SEMEVAL	TRAIN
4148	S1S3_intra	A woman is cutting meat	S1_null	A woman is not cutting meat	S3_inv	3.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman is cutting meat	a woman is cutting meat	SEMEVAL	SEMEVAL	TRAIN
4149	S1S2_inter	A woman is cutting an onion	S1_null	A woman is slicing some meat	S2_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a woman is cutting an onion	a woman is cutting meat	SEMEVAL	SEMEVAL	TRAIN
4152	S1S3_inter	A woman is cutting meat	S1_null	There is no woman cutting an onion	S3_null	2.4	ENTAILMENT	A_entails_B	B_neutral_A	a woman is cutting meat	a woman is cutting an onion	SEMEVAL	SEMEVAL	TRAIN
4154	S1S2_intra	A man is playing a wooden flute	S1_null	A wooden flute is being played by a man	S2_top	5.0	ENTAILMENT	A_entails_B	B_entails_A	a man is playing a wooden flute	a man is playing a wooden flute	SEMEVAL	SEMEVAL	TRAIN
4162	unrel	A man is playing a wooden flute	S1_null	A man is playing the piano	S1_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a man is playing a wooden flute	a man is playing the piano	SEMEVAL	SEMEVAL	TRAIN
4163	S1S2_intra	The man is cleaning the drawing on the board	S2_lex	The man is erasing the drawing on the board	S1_null	4.6	ENTAILMENT	A_entails_B	B_entails_A	the man erased the work on the board	the man erased the work on the board	SEMEVAL	SEMEVAL	TRAIN
4165	S1S2_intra	The man is erasing the other man's work from the board	S1_null	The man is erasing the other man's work from the panel	S2_lex	4.4	ENTAILMENT	A_entails_B	B_entails_A	the man erased what the other man had on the board	the man erased what the other man had on the board	SEMEVAL	SEMEVAL	TRAIN
4168	S1S3_inter	The man is erasing the drawing on the board	S1_null	The girl is erasing the other man's work from the board	S3_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	the man erased the work on the board	the man erased what the other man had on the board	SEMEVAL	SEMEVAL	TRAIN
4173	S1S3_intra	There is no woman cutting a vegetable	S3_od	A woman is cutting a vegetable	S1_null	3.2	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman cuts up a vegetable	a woman cuts up a vegetable	SEMEVAL	SEMEVAL	TRAIN
4174	S1S2_intra	An eggplant is being sliced by a woman	S2_top	A woman is slicing an eggplant	S1_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	a woman is slicing egg plant	a woman is slicing egg plant	SEMEVAL	SEMEVAL	TRAIN
4176	S1S2_inter	An eggplant is being sliced by a woman	S2_null	A woman is cutting a vegetable	S1_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	a woman cuts up a vegetable	a woman is slicing egg plant	SEMEVAL	SEMEVAL	TRAIN
4178	S1S2_inter	A woman is slicing an eggplant	S1_null	A woman is slicing a vegetable	S2_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a woman is slicing egg plant	a woman cuts up a vegetable	SEMEVAL	SEMEVAL	TRAIN
4179	S1S3_inter	A woman is slicing an eggplant	S1_null	There is no woman cutting a vegetable	S3_null	3.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman is slicing egg plant	a woman cuts up a vegetable	SEMEVAL	SEMEVAL	TRAIN
4181	S1S2_intra	A dog is eating a doll	S1_null	A dog is biting a doll	S2_lex	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a dog is eating a doll	a dog is eating a doll	SEMEVAL	SEMEVAL	TRAIN
4183	S1S2_intra	A dog is playing with a toy	S1_null	A dog is having fun with a toy	S2_lex	4.4	ENTAILMENT	A_entails_B	B_entails_A	a dog is playing with a toy	a dog is playing with a toy	SEMEVAL	SEMEVAL	TRAIN
4185	S1S4_intra	A dog is playing with a toy	S1_null	A kid is playing with a toy dog	S4_ws	2.3	NEUTRAL	A_neutral_B	B_neutral_A	a dog is playing with a toy	a dog is playing with a toy	SEMEVAL	SEMEVAL	TRAIN
4193	S1S3_intra	A man is dancing	S1_null	There is no man dancing	S3_od	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is dancing	a man is dancing	SEMEVAL	SEMEVAL	TRAIN
4194	S1S2_intra	A man is praying fervently	S2_aa	A man is praying	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a man is praying	a man is praying	SEMEVAL	SEMEVAL	TRAIN
4195	S1S3_intra	There is no man praying	S3_od	A man is praying	S1_null	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is praying	a man is praying	SEMEVAL	SEMEVAL	TRAIN
4197	unrel	A man is dancing	S1_null	There is no man praying	S3_null	1.3	NEUTRAL	A_neutral_B	B_neutral_A	a man is dancing	a man is praying	SEMEVAL	SEMEVAL	TRAIN
4199	unrel	A man is praying	S1_null	There is no man dancing	S3_null	1.6	NEUTRAL	A_neutral_B	B_neutral_A	a man is praying	a man is dancing	SEMEVAL	SEMEVAL	TRAIN
4202	S1S3_intra	There is no man slicing some bread	S3_od	A man is slicing some bread	S1_null	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is slicing bread	a man is slicing bread	SEMEVAL	SEMEVAL	TRAIN
4205	S1S2_inter	A man is slicing some bread	S1_null	A man is cutting a slice of bread	S2_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	a man is slicing bread	a person is slicing a bread pieces	SEMEVAL	SEMEVAL	TRAIN
4207	S1S2_inter	A man is slicing bread	S2_null	A person is slicing a piece of bread	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a person is slicing a bread pieces	a man is slicing bread	SEMEVAL	SEMEVAL	TRAIN
4209	S1S1_inter	A man is slicing some bread	S1_null	A person is slicing a piece of bread	S1_null	4.6	ENTAILMENT	A_entails_B	B_neutral_A	a man is slicing bread	a person is slicing a bread pieces	SEMEVAL	SEMEVAL	TRAIN
4212	S1S2_intra	Someone is scratching the belly of an animal	S1_null	Someone is stroking the belly of an animal	S2_lex	4.3	ENTAILMENT	A_entails_B	B_neutral_A	someone is scratching an animals belly	someone is scratching an animals belly	SEMEVAL	SEMEVAL	TRAIN
4213	S1S3_intra	Someone is scratching the belly of an animal	S1_null	Someone is scratching the back of an animal	S3_so	4.0	NEUTRAL	A_neutral_B	B_neutral_A	someone is scratching an animals belly	someone is scratching an animals belly	SEMEVAL	SEMEVAL	TRAIN
4214	S1S2_inter	Someone is stroking the belly of an animal	S2_null	A woman is stroking a lemur	S1_null	3.9	ENTAILMENT	A_entails_B	B_neutral_A	a woman is stroking a lemur	someone is scratching an animals belly	SEMEVAL	SEMEVAL	TRAIN
4216	S1S2_inter	Someone is scratching the belly of an animal	S1_null	A lemur is being stroked by a woman	S2_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	someone is scratching an animals belly	a woman is stroking a lemur	SEMEVAL	SEMEVAL	TRAIN
4219	S1S2_intra	A lemur is eating quickly	S2_aa	A lemur is eating	S1_null	4.8	ENTAILMENT	A_entails_B	B_neutral_A	a slow loris is eating	a slow loris is eating	SEMEVAL	SEMEVAL	TRAIN
4220	S1S3_intra	A lemur is eating	S1_null	There is no lemur eating	S3_od	2.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	a slow loris is eating	a slow loris is eating	SEMEVAL	SEMEVAL	TRAIN
4221	S1S2_intra	The animal with big eyes is voraciously eating	S2_aa	The animal with big eyes is eating	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	the animal with the big eyes is eating	the animal with the big eyes is eating	SEMEVAL	SEMEVAL	TRAIN
4223	S1S2_inter	The animal with big eyes is voraciously eating	S2_null	A lemur is eating	S1_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	a slow loris is eating	the animal with the big eyes is eating	SEMEVAL	SEMEVAL	TRAIN
4228	S1S2_intra	Guitar is being played by two men	S2_top	Two men are playing guitar	S1_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	two men are playing guitar	two men are playing guitar	SEMEVAL	SEMEVAL	TRAIN
4231	S1S3_intra	Two men are talking	S1_null	Two women are talking	S3_so	3.3	NEUTRAL	A_neutral_B	B_neutral_A	two men are talking	two men are talking	SEMEVAL	SEMEVAL	TRAIN
4232	unrel	Two people are talking	S2_null	Two men are playing guitar	S1_null	1.8	NEUTRAL	A_neutral_B	B_neutral_A	two men are playing guitar	two men are talking	SEMEVAL	SEMEVAL	TRAIN
4235	unrel	Two girls are playing guitar	S3_null	Two men are talking	S1_null	1.535	NEUTRAL	A_neutral_B	B_neutral_A	two men are talking	two men are playing guitar	SEMEVAL	SEMEVAL	TRAIN
4236	unrel	Two men are talking	S1_null	Two men are playing guitar	S1_null	2.3	NEUTRAL	A_neutral_B	B_neutral_A	two men are playing guitar	two men are talking	SEMEVAL	SEMEVAL	TRAIN
4238	S1S3_intra	A man is playing a flute	S1_null	There is no man playing a flute	S3_od	4.0	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is playing a flute	a man is playing a flute	SEMEVAL	SEMEVAL	TRAIN
4242	unrel	A man is playing a flute	S1_null	There is no man playing an electronic keyboard	S3_null	2.3	NEUTRAL	A_neutral_B	B_neutral_A	a man is playing a flute	a man is playing an electronic keyboard	SEMEVAL	SEMEVAL	TRAIN
4244	unrel	There is no man playing a flute	S3_null	A man is playing an electronic keyboard	S1_null	2.0	NEUTRAL	A_neutral_B	B_neutral_A	a man is playing an electronic keyboard	a man is playing a flute	SEMEVAL	SEMEVAL	TRAIN
4246	S1S2_intra	A song is being sung by a clown	S2_top	A clown is singing	S1_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	a clown is singing	a clown is singing	SEMEVAL	SEMEVAL	TRAIN
4247	S1S3_intra	There is no clown singing	S3_od	A clown is singing	S1_null	3.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	a clown is singing	a clown is singing	SEMEVAL	SEMEVAL	TRAIN
4248	S1S2_intra	A clown is singing and people are dancing	S1_null	A costumed performer is singing and people are dancing	S2_lex	4.2	ENTAILMENT	A_entails_B	B_neutral_A	a clown is singing and people are dancing	a clown is singing and people are dancing	SEMEVAL	SEMEVAL	TRAIN
4251	S1S2_inter	A costumed performer is singing and people are dancing	S2_null	A clown is singing	S1_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	a clown is singing	a clown is singing and people are dancing	SEMEVAL	SEMEVAL	TRAIN
4252	S1S3_inter	There is no clown singing and people are not dancing	S3_null	A clown is singing	S1_null	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	a clown is singing	a clown is singing and people are dancing	SEMEVAL	SEMEVAL	TRAIN
4253	S1S4_inter	People are singing and a clown is dancing	S4_null	A clown is singing	S1_null	2.3	NEUTRAL	A_neutral_B	B_neutral_A	a clown is singing	a clown is singing and people are dancing	SEMEVAL	SEMEVAL	TRAIN
4254	S1S2_inter	A clown is singing and people are dancing	S1_null	A song is being sung by a clown	S2_null	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a clown is singing and people are dancing	a clown is singing	SEMEVAL	SEMEVAL	TRAIN
4257	S1S2_intra	The horse is being ridden by the girl	S2_top	The girl is riding the horse	S1_null	4.7	ENTAILMENT	A_entails_B	B_entails_A	the girl is riding the horse	the girl is riding the horse	SEMEVAL	SEMEVAL	TRAIN
4259	S1S2_intra	The girl is spraying the plants with water	S1_null	The girl is watering the plants	S2_lex	4.6	ENTAILMENT	A_entails_B	B_neutral_A	the girl is spraying the plants with water	the girl is spraying the plants with water	SEMEVAL	SEMEVAL	TRAIN
4260	S1S3_intra	The girl is spraying the plants with water	S1_null	The boy is spraying the plants with water	S3_so	3.4	NEUTRAL	A_neutral_B	B_neutral_A	the girl is spraying the plants with water	the girl is spraying the plants with water	SEMEVAL	SEMEVAL	TRAIN
4265	unrel	The girl is spraying the plants with water	S1_null	The girl is riding the horse	S1_null	1.3	NEUTRAL	A_neutral_B	B_neutral_A	the girl is riding the horse	the girl is spraying the plants with water	SEMEVAL	SEMEVAL	TRAIN
4266	S1S2_intra	A man is rapidly chopping some mushrooms with a knife	S1_null	A man is quickly chopping some mushrooms with a knife	S2_lex	4.9	ENTAILMENT	A_entails_B	B_entails_A	a man is rapidly chopping some mushrooms using a knife	a man is rapidly chopping some mushrooms using a knife	SEMEVAL	SEMEVAL	TRAIN
4267	S1S3_intra	There is no man rapidly chopping some mushrooms with a knife	S3_od	A man is rapidly chopping some mushrooms with a knife	S1_null	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is rapidly chopping some mushrooms using a knife	a man is rapidly chopping some mushrooms using a knife	SEMEVAL	SEMEVAL	TRAIN
4269	S1S3_intra	A person is not quickly chopping mushrooms with a knife	S3_inv	A person is quickly chopping mushrooms with a knife	S1_null	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	a person is quickly chopping mushrooms with a knife	a person is quickly chopping mushrooms with a knife	SEMEVAL	SEMEVAL	TRAIN
4272	S1S2_inter	A man is quickly chopping some mushrooms with a knife	S2_null	A person is quickly chopping mushrooms with a knife	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a person is quickly chopping mushrooms with a knife	a man is rapidly chopping some mushrooms using a knife	SEMEVAL	SEMEVAL	TRAIN
4274	S1S1_inter	A person is quickly chopping mushrooms with a knife	S1_null	A man is rapidly chopping some mushrooms with a knife	S1_null	4.7	ENTAILMENT	A_entails_B	B_entails_A	a person is quickly chopping mushrooms with a knife	a man is rapidly chopping some mushrooms using a knife	SEMEVAL	SEMEVAL	TRAIN
4275	S1S2_intra	A man and a woman are shaking hands	S1_null	Two persons are shaking hands	S2_lex	4.7	ENTAILMENT	A_entails_B	B_neutral_A	a man and a woman shake hands	a man and a woman shake hands	SEMEVAL	SEMEVAL	TRAIN
4277	S1S2_intra	An old woman is shaking hands with a man	S1_null	An woman that is old is shaking hands with a man	S2_expa	4.9	ENTAILMENT	A_entails_B	B_entails_A	an old woman is shaking hand with a man	an old woman is shaking hand with a man	SEMEVAL	SEMEVAL	TRAIN
4279	S1S2_inter	An woman that is old is shaking hands with a man	S2_null	A man and a woman are shaking hands	S1_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	a man and a woman shake hands	an old woman is shaking hand with a man	SEMEVAL	SEMEVAL	TRAIN
4280	S1S3_inter	A young woman is shaking hands with a man	S3_null	A man and a woman are shaking hands	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a man and a woman shake hands	an old woman is shaking hand with a man	SEMEVAL	SEMEVAL	TRAIN
4282	S1S3_inter	An old woman is shaking hands with a man	S1_null	A man and a woman are not shaking hands	S3_null	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	an old woman is shaking hand with a man	a man and a woman shake hands	SEMEVAL	SEMEVAL	TRAIN
4283	S1S1_inter	An old woman is shaking hands with a man	S1_null	A man and a woman are shaking hands	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a man and a woman shake hands	an old woman is shaking hand with a man	SEMEVAL	SEMEVAL	TRAIN
4284	S1S2_intra	A woman is chopping up an octopus	S1_null	A woman is cutting an octopus	S2_lex	4.8	ENTAILMENT	A_entails_B	B_entails_A	a woman is chopping octopus	a woman is chopping octopus	SEMEVAL	SEMEVAL	TRAIN
4287	S1S3_intra	The man is cutting cooked octopus	S3_so	The woman is cutting cooked octopus	S1_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	the woman is cutting cooked octopus	the woman is cutting cooked octopus	SEMEVAL	SEMEVAL	TRAIN
4289	S1S3_inter	The man is cutting cooked octopus	S3_null	A woman is chopping up an octopus	S1_null	4.085	NEUTRAL	A_neutral_B	B_neutral_A	a woman is chopping octopus	the woman is cutting cooked octopus	SEMEVAL	SEMEVAL	TRAIN
4290	S1S2_inter	The woman is cutting cooked octopus	S1_null	A woman is cutting an octopus	S2_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	the woman is cutting cooked octopus	a woman is chopping octopus	SEMEVAL	SEMEVAL	TRAIN
4291	S1S3_inter	There is no woman chopping up an octopus	S3_null	The woman is cutting cooked octopus	S1_null	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	the woman is cutting cooked octopus	a woman is chopping octopus	SEMEVAL	SEMEVAL	TRAIN
4295	S1S2_intra	An airplane is taking off	S1_null	An aircraft is taking off	S2_lex	4.8	ENTAILMENT	A_entails_B	B_entails_A	an air plane is taking off	an air plane is taking off	SEMEVAL	SEMEVAL	TRAIN
4301	S1S1_inter	An airplane is taking off	S1_null	A plane is taking off	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	a plane is taking off	an air plane is taking off	SEMEVAL	SEMEVAL	TRAIN
4304	S1S2_intra	A woman is riding a horse	S1_null	A woman is riding an animal	S2_lex	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a woman is riding on a horse	a woman is riding on a horse	SEMEVAL	SEMEVAL	TRAIN
4305	S1S3_intra	A woman is not riding a horse	S3_inv	A woman is riding a horse	S1_null	4.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman is riding on a horse	a woman is riding on a horse	SEMEVAL	SEMEVAL	TRAIN
4306	unrel	A man is shooting guns	S1_null	A woman is riding an animal	S2_null	1.0	NEUTRAL	A_neutral_B	B_neutral_A	a man is shooting off guns	a woman is riding on a horse	SEMEVAL	SEMEVAL	TRAIN
4307	unrel	A man is shooting guns	S1_null	A woman is not riding a horse	S3_null	1.0	NEUTRAL	A_neutral_B	B_neutral_A	a man is shooting off guns	a woman is riding on a horse	SEMEVAL	SEMEVAL	TRAIN
4308	unrel	A man is shooting a weapon	S2_null	A woman is riding a horse	S1_null	1.1	NEUTRAL	A_neutral_B	B_neutral_A	a woman is riding on a horse	a man is shooting off guns	SEMEVAL	SEMEVAL	TRAIN
4312	S1S3_intra	A man is cutting a potato	S1_null	There is no man cutting a potato	S3_od	3.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is cutting a potato	a man is cutting a potato	SEMEVAL	SEMEVAL	TRAIN
4315	unrel	A woman is slicing a tomato	S2_null	A man is cutting a potato	S1_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a man is cutting a potato	a woman is cutting a tomato	SEMEVAL	SEMEVAL	TRAIN
4316	unrel	A man is cutting a potato	S1_null	A man is cutting a tomato	S3_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	a man is cutting a potato	a woman is cutting a tomato	SEMEVAL	SEMEVAL	TRAIN
4318	unrel	There is no man cutting a potato	S3_null	A woman is cutting a tomato	S1_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	a man is cutting a potato	a woman is cutting a tomato	SEMEVAL	SEMEVAL	TRAIN
